Title,reviews,stars
It was easy and fast the people were…,Covington is great with great service always there for me when  I need them and the staff is excellent and fast loan here cause  u don't have to wait thanks yall and merry Christmas,5
Misty is awesome,Great customer service very professional and friendly atmosphere.,5
No wait time,Great customer service beyond belief!!! Wonderful atmosphere. Very thankful for the assistance.,5
Fast and easy help,"Excellent service, hometown feel,always friendly and professional!",5
Pretty quick and service was great,"I called the office. An Agent sented me the documents thru e-file in 10 minutes. I e-signed the documents and sented them back. The money was deposited in my account and I did not have to leave my house. Everything was done fast and accurate. Excellent job, I am  well pleased.",5
excellent service and fast and friendly,I never have any problems. They are really great and helpful. I am with them few years now..I really  recommend  them to anyone...,5
Very friendly and helpful staff!!!,This company has been a great place for help with any financial situation.I will recommend them highly to anyone that need financial help.,5
Everything was great and the lady that…,Wonderful experience at Covenigton Credit Kim is so nice and friendly she believes in treating customers right and friendly Thanks Kim Stout you the best,5
Good customer service,"The staff were very friendly, professional and proficient at there job. They valued my time with their efficiency during thr process. Thanks so much.",5
Excellent service fast and friendly…,Had a great experience with southern finance everyone was very professional made all the paperwork fast and easy,5
Covington Credit Review,"Excellent customer service anytime I contact them. Prompt service, always professional and very friendly.",5
Friendly staff always willing to work…,Everything was great everybody is very nice friendly,5
The Sumter location is wonderful!,When I when I went to get my loan they really explained things to me and they was friendly,5
Great service and very professional,I have used Covington Credit three times and they are the best very sweet very professional I used the one in Gainesville Texas,5
good fast friendly professional go see…,The girls in the office were awesome thanks so much,5
Thank you covington credit.,"I was highly referred to Covington Credit in Bessemer, AL., because I needed a smaller loan. The process was quick and professional. Excellent management Ms. Kris Pharris!",5
I called to schedule a payment and was…,I love them so much they are so friendly and understanding! I refuse to get a loan with a bank I’m staying with y’all forever,5
Good ppl,This was an awesome experience.  I am working on building my credit back and thankfully they report every 30 days so credit builds quickly,5
The Assistant Manager did an awesome…,"Thank You!Very helpful, and very polite!Merry Christmas and Happy New Year 🌲🎉",5
I helped immediately,I HAD A GREAT EXPERIENCE THERE THE STAFF WAS VERY PROFESSIONAL AND I RECOMMEND EVERYONE PLEASE GO STOP BY THERE AND CHECK IT OUT FOR THEMSELVES VERY SPECIAL STAFF,5
Awesome staff and great customer…,The people here are the best with customer service. Especially Deshawna. they have always been very helpful and so polite. I recommend these people to everyone who wants a loan. Thanks for your helpCheryl Benda,5
Great customer service always have a…,Everyone is so helpful and accommodating. Service is very friendly and fast. I have never had any problems. I will continue to do business here.,5
This was the most wonderful experience…,"Hello , I am a customer of the Seneca SC Store and I have had the pleasure of working with Crystal and Steven , they are awesome people and they have been in my corner for probably threeish years now , I would recommend their company to anyone , thank you ~ Laura",5
The Service at Covington Credit is…,Jesse always is helpful and resolves any issues I have quickly! I enjoy doing business with him!,5
Good customer service,Very nice people that is a good place to start a Loan with them  and Jason have so much knowledge I was very helpful,5
Great service!,"I cannot say enough good things about my experience with all the ladies here. Friendly, informative, understanding, and they make sure you know that THEY KNOW LIFE HAPPENS. And if you couldn't make a payment on time, just call and talk to them and they'll work with you. I'll never go anywhere else again for a loan. 10/10 this is the place to me go.",5
Outstanding customer service,This is a friendly company & they always make you feel like family. Jacque is the best! This is my 3rd time doing business with him!,5
Excellent service!!!!,"Fast and easy, very simple to understand the terms. Amanda was very professional and helpful with all my questions, the entire staff is very welcoming. Absolutely love doing business here.",5
Good service,Fast and courteous service. They worked very hard to show me all my options and answered all of my questions. I always love coming here.,5
Awesome staff great service,"Great customer service, I've been a customer for years.... now since they were an Ayer's Street they're honest and quick thank you girls for being there for me.",5
They were so nice,Amanda is amazing! The whole process was smooth and headache free. Everyone was very nice and welcoming. I’d recommend this company to any and everyone!,5
The people in Summerville,I give them 5 stars. Great place to do business. Nice people Very respectful.,5
Always so easy to work with,I was treated with respect and to my surprise! Approved within 5 minutes.The staff was extremely polite and very helpful.  Thank you all for being on top of your game.,5
Bri& Amanda was awesome !,"Went to Covington credit on hwy 90 in Mobile.  I was actually headed to another company but thankfully their system was down at all Mobile locations so a friend took me to Covington.  The ladies were all great as far as performing their jobs and excellent customer service.  It took about 10 minutes to get approved.  I was actually planning to borrow a little less than what I got, but they start out at $250.00 as the lowest amount you can borrow.  I agreed to that because the payments for into my budget and I think the payback amount is quite reasonable.  Plus, I will be building my credit through all 3 credit bureaus.  They definitely deserve the 5 star review I gave them and absolutely recommend Covington credit to anyone needing a loan.",5
Awesome,The ladies were absolutely awesome very polite and helpful. I will recommend them to everyone,5
Quick...smooth process,Very fast and professionals same day got my money thanks!!!,5
I've been with you guys for years,Very easy to work with. Very helpful and only takes one day most of the time to get funds.My place to go for quick cash.,5
Smooth Transaction.,"I have been doing business with Covington Credit for a few months. I love the friendly reminder calls that I receive each month, because I can tend to forget sometimes. The staff is very friendly, knowledgeable, and the service is fast and easy. I would definitely recommend friends and family. Happy Holidays to the staff of Covington Credit thanks for all you've done to help me in my time of need!",5
Fast money easy to refinance,I went to covington credit in fayetteville tn to make a payment!! As always Victoria and Vanessa were a pleasure!! I would recommend anyone to them!! Looking forward to seeing them again!!,5
I worked with Ashley,I give them 5 star. Great place to do business. Nice people,5
Excellent Loan Provider,Covington has always been there for me and has never let me down. Maggie is my go to lady and she always has a positive vibe,5
The experience was awesome,"Quick, easy, professional, went in to pay my loan payment and ended up walking out five minutes later with more money and no payment till after Xmas season. Very convenient and no run around they got me in and out no long wait at all. Greeted by a few ladies on computers and very easy to talk to not like other places who make you feel judged bc you need them this place makes you feel needed and wanted. Highly recommend if you need quick cash with low interest rates this is your go to.",5
Vickie is the best,"Nice, fast convenient and there when I needed it !",5
Loan process,Maggie was Very helpful at Southern Finance! Thank you!,5
They and good credit loan company that…,Very helpful and understand my  needs very helpful.,5
Liked it better before it got bought out,Thos people at the Bristol office are great! I wouldn't go anywhere else.,4
Very good,Amazing staff! They are always there in my time of need,4
Excellent staff,This company is always there for you when you need them. They have very friendly staff and they take their time with each customer if they tell you they going to do something you can guarantee it. I was there on a Friday to make a payment and ask if I could go up on my loan was told it would be Monday before the system would show my payment and then she could see about going up was told she would call me within a hour after they opened up on Monday to let me know and she did exactly what she said she would do. I tell you that you hardly see any companies like that. If you need money for the holidays go see this company they will treat you right. Happy Holidays,5
Yasmine is wonderful,Me. Ana Vasquez was so helpful and fast in getting me taken care of so quickly. Especially when I told her I didn’t know how to get the new location. She said everything could be done on line. I’m very satisfied with these employees at Covington Credit. 10 stars I would give them if was possible. Julie was so very helpful.,5
I forgot the lady's name but she was so…,Everyone at Southern Finance makes you feel welcomed as soon as you walk in the door.  Very professional staff are their to help you and answer any questions that you may have about the loan process and terms.,5
What is great you can borrow money with…,They are always there for all you need to get you out a tight spot THANKS COVINGTON CREDIT,5
Beware of this company!,"Friendly employees,very helpful  would recommend to friends",1
Great way to help get your credit headed back in the right direction,Cause I wasn't told to bring the right documents. And the waited until I sat down.,5
The people at covington credit were so…,"Juanita and all the girls in the office are awesome, they have great customer service and they’re very helpful, I strongly recommend them 😍",5
It was quick and easy.,Tiffani  is a wonderful employee who goes above and beyond her job.,4
Very good service,I made a phone call to Covington credit and just like that I was approved.,5
Great Customer Service!!,"Great service. Both ladies, Mrs.Garcia and Layla were very courteous, helpful and professional when I spoke to them about a loan.",5
I love this company it makes sure i…,Very professional staff quick service and very friendly,5
Great customer service.,Always friendly. Excellent over the phone service. Will keep using this group.,5
Carolyn was amazing,They are always wonderful! Smiling faces and kind to everyone who comes in there. Willing to help you as long as you are honest with them. They've done a lot to help me!,5
Awesome,The staff is always friendly and helpful!,5
Great place Great Staff always taking…,"Great Customer Service! Quick is not just their name,  but that is the kind of service they provided for me!",5
Great Southern Hospitality and always…,Nice friendly people easy to do business with,5
They are easy to communicate with and…,Excellent service .employees are always friendly,5
Best Place In Town,Covington Credit did a great job of meeting my needs with very little hassle.  Will use their online again.Thank you.,5
The team is always always ready to help…,Covington credit is an session's page to go when you need a little help.  They are always doing their best to assist in times of need and see such a pleasure I would Feinstein choose them over and over again,5
They are always reat at Helping me Love…,The people at Covington credit in mckinney texas could not be an easier group to work with. They are always upbeat which makes them a pleasure to deal with.,5
Even tho y'all was busy with just the…,The staff was very helpful getting the money I needed for the holidays,5
I'm very happy with Southern Finance…,They are very helpful and professional.  I would advise anyone that is in need for a loan to go here,5
"Love Southern Finance in Greenwood, S .C.",The girls at Covington Credit in Cullman Alabama are some of the sweetest girls there are,5
Sam and Rick at Covington credit in…,"Always a great experience  , wonderful folks !!!",5
Great place to do business with,"The Best Pleasant, professional, understanding.i would refer Covington Credit to everyone!!",5
Great service,"The office staff is very nice and the do everything online sign the papers and get direct deposit is very easy for me since I'm in a wheelchair and it's hard for me to get in and out due to I'm in pain all the time. Thank you Covington Credit in Gainesville, Tx for making it easier for a disabled person. I would recommend this branch to anyone.",5
Good place for a small loan,I had a family emergency. Ms. Jackie was very professional & compassionate at the same time. She got me in and out very quickly. I appreciate the individualized attention she provided.,4
I love the customer service very…,"I am a business owner and I have been for 17 years and Covington credit has been a good loan service for me for 5 years. They always check to see if I need money, whether I need it or not. Other loan services doesn't do that, so that's why I am giving them a 5 🌟 rating.Thank you Covington credit for having me as a customer.Happy holidays!",5
When I tell you they are definitely the…,A friend in need is a true friend in deed! Great people to deal with. Thank you! To all the staff at covington financial.,5
I love it very helpful very nice people…,They did help me out with a last minute money I needed during the holidays. I have done business with them for ten years and they always been helping me even after I pay out my account. Thanks.,5
Everyone is always ready to help.,"Covington has been a life saver. Everyone has been so helpful. Tonya and Megan are the two I work with the most. They are knowledgeable, kind, helpful, and make borrowing an easy process.",5
Great experience with Covington Credit,Very fast very friendly love the ladies in there make you feel like family,5
Great job,Experience was great and customer service,5
My experience was awesome and amazing,Morgan is amazing ! Always has been! She does a fantastic job!!!!,5
Elizabeth was such a pleasure to work…,Very fast process! Professional service !,5
The staff was excellent,"I love my little family at the office in my town. The girls are always polite and cheerful. Thank you ladies for all your kindness, and the way you help keep me going.",5
My name is David dominguez,I truly love y'all. service and very helpful when i'm in need of cash in emergency. This the only company I'll keep to receive loans always and your number 1 customer,5
Great visit to Covington Credit…,Sandra is always very helpful great customer service😊,5
It's always a pleasant experience…,Went to the quick credit office in Anderson . Passion helped me with my loan. What a painless experience. She made it very easy and quick and to top it all off she was very nice. Thank you,5
Great place,"Vickie in the Commerce Branch is fantastic, always courteous and will help on any occasion when possible.",5
Service was awesome!,I HAD PAID MY TAXES & HAD NO $ LEFT WHEN I GOT A MESSAGE FROM LC KING THAT A $245 COAT I HAD BEEN TRYING TO ORDER WAS FINALLY AVAILABLE!! I CALLED VICKIE CRANE & SHE MADE IT HAPPEN…SHE WAS WONDERFUL!! THANK YOY!! MERRY CHRISTMAS!! Patsy,5
Was looking for ways to build my credit…,Great customer satisfaction and service ❤❤❤,5
Lebanon Covington Credit Office,"Rep I worked with, Alex, is awesome.  He explained how loan process works, how to get new loan online and offered other great tips.  Wish he was a permanent fixture in Marion SC",5
And old lady from mercedes texas,The staff has always been very friendly and professional both in person and on the phone in the Orangeburg SC office.,5
Covington Credit was there when I…,The staff was nice and had everything ready when I got there.,5
Absolutely a wonderful staff.,The staff was very friendly and professional! Made everything easy! Inall a great experience!,5
Money when you need it.,"Paloma and Sandra were excellent as usual.  This team is the best!  Quick, caring and professional. Less than 10 minutes from start to finish over the phone. Covington Dallas is the place to go!",5
Always there when I need them,Awesome staff….Always friendly and courteous. Got my loan done in no time….Would recommend highly…,5
GREAT CUSTOMER SERVICE,I really appreciate the professionalism received from all the ladies when services are rendered. They're very knowlegeable and efficient in their positions,5
Always very helpful and understanding,They did a great job getting me the money I needed for the Holidays! Thanks!,5
The folks at Covington Credit.,I had a very good experience with Covington and I like that they give you a reasonable repayment amount I would recommend them,5
I don't care what time of the day it…,Allie was amazing but the staff here always are I would recommend them to everyone I know fantastic group of people,5
Vicky is ALWAYS very professional and…,The atmosphere was great.The staff was very friendly and very professional.They helped me when nobody else wouldn't. Thanks Covington for all you do,5
Very helpful and explained everything…,"I walked in with my dog Doc and within 10 minutes I was out the door. The staff are wonderful, I recommend them to everyone I know! I give a big shout out to them for making it a wonderful atmosphere when you walk in all through the process.",5
Great,Awesome service very caring and understanding and helpful and kind I would like to say the young gentleman that took care of me was so nice pleasant and I just want to thank him thank you for your services Mrs.Cherri Grier Thank you I'm so greatful.,5
They  were so kind and welcoming.Bria…,Always provide excellent customer service...  Money as soon as next business day or same day .. thank you!,5
Covington credit was great,Oscar took care of my transaction with no problem and got me approved for more money just in time for the holidays!,5
Awesome,The staff were wonderful. Customer service ranked highly and this made the experience a plus. I would recommend this company definitely.,5
👍 amazing ppl and place,very friendly and helpful staff have been customer for a few years now and will continue to do business withhighly recomend anyone who needs financial assist to contact them,5
The staff were very funny and kind,"One thing I love about going to Covington Financial InstituteYou are treated like a person, kind, service, smile's and once you have established a relationship with your workers they'll always know who you are when you walk through that front door. Thank God for The Workers 💜",5
Perry ga office,"The staff on Bloomfield Rd in Macon, Ga are excellent",5
Thank ya for coming thru when I need…,"The ladies that work at Southern Finance in Lared Texas are always polite, courteous and very helpful",5
I was very satisfied with the service I…,Renee in Laurens SC office is awesome.  Very sweet and professional.  Always has everything prepared when I get there..,5
Highly recommend Covington Credit,"EFFICIENT, COURTEOUS ANDPROFESSIONAL STAFF.",5
Always willing to belp me with my…,The lady's are very sweet and they get the job done fast. They are all very nice and friendly.,5
Angelica is so helpful and considerate,"The young lady that help me was so awesome, so friendly and so nice to me.... I loved that she helped me when I needed help finding my check stubs on line.... Thank you!!!",5
Excellent Job,"The office manager Ms Lira and staff are great, always very helpful. Maggie has been of great help always courteous and super friendly, she’s always smiling and with super amazing attitude. I could not ask for better service, excellent service and staff. Laredo, Texas McPherson location.",5
Fast and friendly,"Everyone has been very helpful, very courteous. Would definitely recommend this is the place to go for a loan..",5
Blessings!,Covington credit was it was very efficient they had my work completed so I was in-and-out in a hurry time witime was for no man and I needed to get my situation taken care I appreciate the very professional people that they are,5
Wonderful job,Amazing customer service!!,5
Doing a great job keep it up,The personnel were friendly and efficient. It was a quick professional experience.,5
Excellent customer service!,"Stephanie is awesome,no hassle, easy and friendly.",5
Covington is outstanding,Service is great!! Lakisia and Julie are awesome!! Highly recommend this company!!,5
These two ladies are amazing,"The girls are always sweet. I refinanced online.  They emailed the paperwork, I  read it and signed it then submitted it and the money was in my bank the next morning!",5
Covenant Financial is always on top of…,Did great doing everything to get me my loan even stayed 30 min after close to get it done,5
Great service,Kimberly is so awesome to work with. She makes it so easy. Quality customer service.,5
They was so helpful and they got me in…,My visit was great. My loan was renewed. No problems. Money was on my account this morning.,5
Great service,EXCELLENT CUSTOMER SERVICE FROM MRS. TANITRA DURHAM I DO RECOMMEND YOU GO THERE.....,5
Returning customer,Quick and easy! I’ve had an ongoing loan with Southern Finance. I just renewed my loan and was able to get a little extra money right before Christmas! Amy and Megan were super friendly as always!!,5
Covington Credit has came at a time…,She was very lovely. She took care of me right away. And was very fast. I was literally in and out!,5
Great service affordable payback loans,The office was festive and had great service.,5
Fast,The workers was very nice and helpful Misty and Kelly very sweet,5
Thanks to the workers there they really…,The staff was very helpful and nice. They help me with loan and explain everything to me.they are good people an friendly.i would recommend them to my family and coworkers.thanks,5
Very fast,"I had a good experience with Shandi. I was in to get some money but not raise my payments. My paper work had not been updated and so we needed to update things, which took some time and Shandi was very helpful. Shandi explained everything and was very informative. It was a very pleasant experience.",5
I was pleasantly pleased with my loan renewal,"Bryant was very informative about renewals and payments, things of that nature. I spoke to him twice and he remembered me from my first inquiry. Very eager and responds in a timely manner.",5
Awesome Manager & Staff!,This place is a great place to get a loan In the need of help they are very professional,5
Feeling Special,"April and her staff are absolutely amazing, helpful and efficient!",5
This Cleburne TX branch location has…,If you're looking for somewhere to get a loan look no further. Everyone in the office treats you with respect and don't be surprised when you walk in the door and they greet you by your name.,5
Very nice people very helpful,I absolutely love using Covington Credit in Del City! They are so friendly and very fast in helping you get the credit I am interested in. They explain everything so well! Thanks ladies for Always taking great care of me!!!Diana Caton,5
Kevin and his team are always there You…,Easy to apply Staff very helpful and sweet,5
I was unable to get In on Friday before…,I love these ladies to death great environment highly recommend 👌,5
Women there were nice and this was the…,The ladies were very nice and helpful.I highly recommend,5
Nice people to deal withey are always helpful and nice always,"Super friendly staff, welcoming and very helpful!! Giving them 5 stars!",5
This was a easy process,The entire staff was friendly and helpful making sure they provided me with the best service!!!!,5
The management and staff are top notch,I love this company they are always welcome you here.,5
Quick and easy long with great rates,The staff is very helpful and friendly they've always been there to help thank you,5
"Easy process, professional, and friendly",The young lady miss Destry at Longview Texas business always helps me very sweet and professional young ladyLike her a lot.,5
I had the pleasure of Norma assisting…,They were so helpful. I’m glad that i choose to come to Covington credit!,5
Great staff and wonderful service,Great way to rebuild credit with on time payments reporting monthly. Great staff willing to work with you!,5
My husband was a client first and he…,Coveting Credit is always a friendly and very experienced staff that is always ready to explain things!,4
The staff member Lynn was very helpful…,Totally recommend this location for your next loan. Very easy process..staff is very friendly and ready to answer any questions or concerns. Process was super quick and easy. Thank you Covington for all help when most needed...,5
Jenny,Your staffis AWESOME 💯 at your Greenwood SC location 🤩🤩🤩🤩❤️❤️❤️,5
Staff is very friendly and nice,I have been working with the company for a few years and I am very satisfied with the quality of service I am getting. I honestly don't think that I have any interest in another company.,4
Professional and friendly staff,They have an AWESOME CREW! Friendly respectful and professional!!!,5
Stone Mountain office is awesome,They have always been there when I needed them. Jason and the ladies are always ready to help.,5
Best customer care,"This location is top notch, the staff are very friendly and professional. I had the pleasure of working with Vanessa and she was so helpful in explaining the process and getting the documents to me in a timely manner. This was such a great experience, you won't be disappointed with their services.",5
The staff was Awesome!,I have always had good experiences with the Decherd store. The girls are always so helpful and happy to see me. They go above and beyond to assist me with all my financial needs. Great Company,5
Best customer service I had and very…,Appreciate the hospitality any very helpful want to thank Billy and his crew for always helping when I need them,5
Quick and easy process,I went to the branch in Mesquite Tx and the staff were very professional. The representative Vanessa explained everything to me and was not rushing over the documents. Management also went over the documents that required signatures. Keep up the hard work!,5
No credit okay!,Service was outstanding.  All the staff were very professional. Great 👍 doing business with u. Enjoy the Holidays,5
If you need a loan Southern finances…,Juan Perez and his team are awesome Very helpful,5
"Ozark, Alabama Branch",Everyone is always so professional and sweet. Great team and always so helpful.,5
Covington Credit,"It was very good, they told me everything I needed to know, and was very professional. They was very excellent in handling my needs and I think them for the encouragement to.",5
My visit with Quick credit was very…,"London helped me yesterday to secure my loan. She was very professional, very friendly, and very helpful. I will not ever hesitate going back to Covington credit and having London as my loan assistant.",5
The person that helped me was very good,They always there when I need them great service and great attitude.They are a awesome team there.Mobile alabama hwy 90 branch,5
Fast and friendly,Everyone is always so nice and friendly. Was super easy to call in.,5
Very professional,"Was ready, when I got to the office and the friendly staff make the transaction very enjoyable",5
As stated earlier my visit at Covington…,"Everyone was nice, friendly and professional. I would recommend Covington Credit to anyone that is looking to get a loan. I want to say Thank you again for all your help.",5
This location is a good place to get a…,"The employees are very friendly, helpful, fast, & efficient.",5
They always been able to help me when…,The employees are always helpful when it comes to getting you the funds you need and the environment is very professional,5
My experience was horrible!,They are really helpful and very nice with you. They help you as much they can they find several options to help you with a loan.,1
Thanks..for letting me improve my…,I would like to thank the staff for being so kind and considerate while helping me and my wife Lord bless you all and keep up the good work,5
I Always have a great experience at…,The ladies here are beyond wonderful. They helped me at the most perfect time at Christmas time. If you need a loan you really need to give Covington. You need to ask for Rebecca or Delia they are amazing ladies.,5
Very good thanks,"Simply wonderfully,couldn't ask for anything more.",5
Great service- as usual,I've been using them for a few years. They are always great to do business with.,5
Highly recommended,"The service was great, I would recommend your business to family and friends",5
they were always there when you need a…,Great customer service! Brittany and Kelley are awesome.,5
This office has always helped me with…,Works well with you whatever your needs are. Amber is very nice,5
Very polite & fast working !,"To me this company is the greatest company if you're looking for a loan, they'll deliver with a loan, just because they loan based on who you are",5
Erica was amazing,Thank you for having great customer service!!!,5
Quick Credit I’ve dealt with for a…,"Have been a customer before, decided to come back, customer service and professionalism awesome. I recommend to my friends and family.",5
I find them very helpful and polite,Jeanette was very friendly and helped me understand my options. Customer service was excellent. Thank you for all your help.,5
Covington Credit review,The ladies in Gadsen are always helpful and I know I can depend on them whenever I need money!! Go see them for all of your holiday needs!!,5
Bobby and Wendy are awesome,I was very much satisfied with my visit.the young lady that took care of me was very professional and so sweet.she knows her job and it shows.very courteous and friendly she was.thank you for your Service and happy holidays to you and yours.,4
Awesome experience!,Very friendly and helpful staff.  Thank you.,4
Great Staff who are always professional…,Very friendly staff in Easley SC. Helped me out when I needed it. Definitely recommend if you need quick cash.,5
The staff is very professional and…,Employee is very friendly. She was quick but took the time to carry on a conversation with me. I would definitely recommend this company to anyone.,5
Very helpful friendly,Everyone in the auburn location are very professional and very polite.They make you feel very comfortable when you walk in the door.I will be telling my friends about the company,5
All of the staff is very friendly and…,Covington Credit is the best! I needed a little cash for Christmas and Melissa came through for me! Thanks Melissa!,5
Everyone was very friendly and…,Great customer service. The manager and staff are amazing. The process was quick and easy. Highly recommend them.,5
I was really pleased,Ms.Lakisia was amazing!! She took her time to make sure I was well taken care of of! I am definitely referring all my friends and family!! Great customer service!,5
As always Jessica called me at just the…,The ladies at quick credit in Lauren's have been wonderful! I have had nothing but great experiences with them over the past two years!,5
Covington Credit - Helpful and Professional.,"I want to personally thank this team for always going far and beyond to help their customers. Things arise, people get behind and this team understands that and will work with you! I highly recommend Ryan and the Covington Credit team from Chester for your financial needs!",5
The staff that is working there now is…,Thank you. Have a safe holiday,5
I have had the worst experience with…,Great place for quick cash. Very friendly and very professional.,1
Don’t get in a bad car accident they…,Awesome. Fast. Efficient. Friendly with smiles!!,1
I love it is help me alot,The staff is very pleasant and friendly. Thanks to Crystal at Southern Finance for her prompt assistance.,5
The only reason they got two stars for…,Great service and wonderful people. Ashley Pleasant is the best and friendliest,2
Donna and jesse were the nicest and…,The staff is always there for me. They haven't let me form yet. Thank You Southern Finance.,5
My name is Velvet Henry I love the two…,I love my Covington Credit people they are always so helpful and willing to help and explain any questions I may have,5
Always good service,"Wonderful people to work with, always save me duringChristmas time or whenever I need a bit of help. Really appreciate it!!!!",5
My experience with Covington and my…,I had a great first experience with Covington Credit. Tameka and Rose was so patient with me and very professional.,5
Very helpful friendly staff didn't take…,Awesomeness! Great to work with ! Jason is always there to help out ! Thanks Jason ! We appreciate ya !,5
"Kacy made the whole experience easy, very helpful and a pleasure to work with",The Foley staff was very nice and helpful. They worked quickly with no fast talk.,5
Just want everyone to know Covington…,The process with Covington credit on Phelan Blvd Beaumont Tx was easy and the staff was awesome and made sure I was approved for the loan so I can Christmas shop for my grandbabies,5
Excellent company very trustworthy,I am an existing customer with Covington credit I called and spoke with a young lady named Crystal and asked if she could help me in expanding my credit line she went out of her way to help me in any way that she could and I was able to get my expanded credit line way beyond my expectations she was very quick and professional throughout the entire process and went out of her way to be helpful she is a credit to your company thank you so much for your help,5
Service was wonderful Ms.Vickie has…,"Very nice & welcoming. Great way to build your credit. Mae was everything lol so sweet, funny & friendly.",5
Love doing business with them,They were amazing!!!! I couldn’t talk and she was very nice and said just rest and I’ll get your information! The whole office is so nice and welcoming!!! Amy is also gluten free so she also took out time to help me out with that also!!! Thanks!!!,5
Vanessa was very nice and polite,Wonderful. My branch manager in Camden is so easy to work with. I will always be a Quick Credit customer.,5
Ms. Parish is awesome!,"Would recommend (and have) to all my friends and family. Very helpful staff that are friendly and knowledgeable, definitely a great place to borrow money.",5
Service was a wonderful experience.,Excellent customer service. Great company. I really enjoy working with them.,5
Office manager was very polite and…,Very friendly staff. Would definitely recommend to anyone.,5
Customer Service Was Very Well…,They were very easy and comfortable to talk to the staff is wonderful I love them you’re very caring and very professional and very very helpful I recommended them to all my friends,5
Great Service,They where very helpful and there attitude and energy was very positive. Thank y’all,5
They are always so helpful.,Great experience!  Loved the welcome when I walked into the office.  The staff is AMAZING!  The application process was so quick.  We were approved and had a check in our hands within 15 min.  They were a godsend in a time of need.,5
Very nice people polite courteous and…,"They we're really great, and friendly!",5
"Always a pleasure, they are always there to help when needed.",I loved the service so much. Fast and efficient service and the food was delicious. Some of the best food I’ve had while staying in Savannah. I recommend this restaurant to anyone who wants a(n) great style of cooking.🥰🤩,5
Excellent customer service,Love covington credit. They always get me what I need. Very friendly,5
I was assisted by chandler great…,This is one of the best places to get a loan!,5
❤🤞🏿I love the service that All the…,"Mckinney office helped me tremendously, when I needed it and wasted no time about it!!!!!Thanks",5
Charlean was super nice and very…,I absolutely love Southern Finance!!! The staff is always very polite. They work with you on payments if needed. I highly suggest Southern Finance! ❤️ I go to Ben Sawyer’s location.,5
Great customer service,"Very curious, and they took care of my needs in a timely manner.",5
Second time doing business …,Service was nice and fast ...they were very nice and helped me out the best way that they could....I thank them so much for helping me,5
My loan representative Brianna Stanley…,These employees go above and beyond for everyone!,5
Great Friendly people  👏,Willie D. &  Nate is awesome people to work with when I called about a loan for Christmas they took my information and it was approved. Also they have great customer service which is need in the word today! Great Job,5
Excellent service,I would recommend this place to my friends and family. They are so nice  there. Thank you Nikki and Brittany for all your help.,5
Friendly fast service,A great experience.Very professional and a pleasure to do business with.,5
Covington Credit is great!,"I greatly appreciate Ashley and the order ladies helping me renew my loan yesterday in Georgtown. They were kind, very helpful, and fast. I hope everyone has a merry Christmas",5
Great customer service,Went in to pay on my account. Needed extra cash to pay bills with and had no problem getting it. Great company to deal with. Would recommend to anyone. Great and friendly staff,5
Shelly was very professional and make…,Excellent professional friendly service.,5
Very positive experience.,I love this loan company they are so nice and kind I would recommend them to anyone if you need help for anything just go in and see them Ms Sharon was so polite to me I appreciate that and her ♥️♥️,5
Very awesome staff I recommend for…,I was very please with the service and the timely matter..will be back when my first one is paid off.,5
Very professional,"Awesome staff, very friendly and helpful, Cristal was amazing and helped me through the process. If your needing a loan, i highly recommend them.",5
Great people great service glad I came,The staff there are awesome they are very helpful and kind. Tawana and Melissa were great in attending to my needs. I would recommend this place to everyone. I appreciate the kindness and helpfulness that I got.,5
Lufkin office,They are very understanding and friendly! And they offer you money when you least expect it.,5
Got Provide Excellent Service,Professional. Quick. friendly service,5
Great customer service,The ladies were very efficient. Always pleasant to talk to.,5
They are absolutely the friendliest and…,Covington credit is so friendly and ready to work with you. Tina Cooper is great she helped me get financed to higher amount loan. I will always use Covington Credit for my go to place for a loan. Thanks Laretha,5
Great people go see becky,Extremely nice staff and very helpful!I would definitely recommend them.,5
Great customer service & will…,Y’all are my favorite company to work with! Thanks for everything!!,5
The young lady that helped was great…,They are always  so nice and friendly.  Very helpful. And they have always  worked with me . I wouldn't use any other loan office. COVINGTON CREDIT IN ALABAMA CITY HAS THE SWEETEST  EMPLOYEES AND VERY PROFESSIONAL.,5
I went to get a lower loan I was…,"I always have positive experiences with the staff of Covington Credit. They are knowledgeable, and courteous.  They handle my needs expeditiously, with kindness and professionalism.  It is a pleasure doing business with my local branch.  Thanks everyone.",5
Just wanted to say the ladys at the…,well i have say quick credit is really great place do business they help you out anyway can if need money and it’s real simple to do plus have great people working there,5
Customer service was great fast and…,Whole staff friendly and helpful thank you Cesia for the quick and easy process philip,5
Excellent service as always,They are awesome!!! Highly recommend!!,5
Kudos to the Staff,"Great service,  Courtesy to us, & beautiful smile. thank you;God bless!",5
Mandy is the absolute best,"My experience with Covington Credit has been excellent this is the second time that I have taken a personal loan out and have dealt with great service. I would like to personally identify Loretta Matthews, the branch manager at Covington credit at 233 North Calderwood Street/ Alcoa, Tennessee. You just don't make women like that anymore. Absolutely professional! You just don't make women like that anymore. If you would like to set an example as what a branch manager should be for a company I wouldn't go any farther than Loretta Matthews. Great conversation, and constantly kept up with any kind of adjustments or credit assessments are concerned that I needed for my personal loan. Looking forward to doing business with Covington Credit in Loretto again thank you!",5
