name,reviews,stars
Vicki,Great service very attentive!Juan is great fast and efficient.,5
Tana Robinson,I had a great experience  with One Main. They assisted with the needed funds I requested. They made the process smooth and painless.,5
$$$,One main finance is a life saver awesome staff willing to help our needs thanks,5
vickie.hufford,i enjoyed the experence very friendly people,5
Kimberly S,Very positive experience! Staff was extremely friendly and professional.,5
Vivian F,You guys are awesome,5
Shara Hutchins,OneMain made me feel welcome and they are very pleasant to work with. I would highly recommend.,5
Amanda Manu,Christy was awesome.  She was right there with me every step and explained everything to where I could understand.  I was totally comfortable with her and the process.  Thank you Christy for making this so easy for me.,5
Kenya Clark,Sharron was amazing in helping me get what I need.,5
Barbara,"Josie is a very profesional employee.she explained everything and answer every questions.  Faster girl from One Main. Thank You,Josie.",5
Becky Matsumoto,Keith was with me every step of the way!Outstanding service!,5
John,My experience was like counting 123 he was fast and he explained everything step by step he make sure you understood what he is saying and when finished he told me the money will be in my account by 9:AM the next morning was shack and released at the same time that Marjorie of bills  being pay one main thanks Richard thank nuff blessing 🙌,5
Rick,"Great price, friendly people",5
Terri Newman,"The Salina, ks branch was very professional  and helpful.",5
Stephen Terpstra,Quick and easy. Best place I've ever dealt with for personal loans,5
Thomas Mcdonald,Alway quick and easy to get approved. And staff is very professional with their work... Recommend this services to anyone who's looking to apply for a loan...,4
Randy Mccann,"Great people, they make the experience so easy.",5
Linda Grayson,service is absolutely great every time i have come in the office and on the phone employees are fantastic...never have had a bad experience...thank you all...,4
Thomas Hardie,We appreciated the wonderful customer service and the quick loan process.,5
Linda Thomas,Ashley was so patient and helpful. Very kind. Thankful.,5
David Garofalo,Awesome service and lower interest rates!!      Will be glad to reccomend OneMain Financial to my friends and family!,5
Janice Lanier,Everything the agent said he could do for to get the funds was done no regrets,5
BETH TEMPLEMAN,"This was my second time using OneMain for a personal loan. They made the process as painless as possible, and I didn't even have to go in to the office. The staff who handled my paperwork were very friendly and polite, which is unusual in most other loan companies.",5
Janeen Parker Brown,Tracy was awesome and made my experience easy and not stressful,5
Alyssa Bittel,This is the second time working with One Main Financial and they have been GREAT. Thanks Christina. Very prompt and patient and take there time to walk and explain everything to me.,5
Stefanie,Staff is very friendly and easy to work with. Made the transition fast and easy.,5
Carol Palthen,It was a great experience. The person that helped me was very patient and helpful and understanding. She had helped me every step of the way of understanding my contract and completing the application. Thank you very much Stella.,5
George Leishman,My client service was amazing. Very knowledgeable and fast.,5
Dewayne Smith,"excellent customer service, recommend anyone to go to one main financial for help in any issues with a loan great people and a wonderful environment.  Thank you guys for all your help",5
Tad Isom,"I had been skeptical about approaching another financial office outside of my Credit Union.  But once I met Heather, my feelings about trying another agency changed.  She helped me from day one, until the process was completed after closing hours.  She was efficient, kind and very knowledgeable.  Compassionate too.  The process was painful.  Days later I have been able to pay off items in my credit report and take care of past utility bills.  Thank YOU Heather.",5
Ogburn Lenhart,"When I receive my loan, The teammember sat down and explained step by step everything she did, and answered all my questions without judging me, and she was very knowledgeable. And friendly",5
Mike Rinaldo,Loved the atmosphere. Staff was great I was made to feel welcome and comfortable. Everything was explained so i could truly understand it,5
Patricia F,"Knowledgeable, proficient, and professional staff members at the Florissant location, would definitely recommend my family and friends to see the team there, thanks OneMain Financial team!!!",5
Michael Nicholson,Everyone that I talked to was very nice and didn't make you feel bad for needing to come get a loan.,5
Elsa C.,"When I explained the financial needs I was trying to address, I was greeted with a positive demeanor, and felt as if my situation would be given serious consideration. After examining my account, I was given workable options . My case was forwarded and I was approved. Thanks so much.",5
Wilbur Lane,The loan process was made simple and easy.  The Representative made it a very pleasant experience as usual.,5
Latisha Davis,All of the employees were wonderful and the process was really simple!!,5
Carlos Velez,Great with extra help in completing the gathering of needed information..  kind and efficient,5
Melissa,McKenzie and Tim were great working with us. They communicated all documentation needs and allowed us to lose electronically. Overall a good experience helping us pay for my mother's funeral expenses.,5
Corather Meeks,I'm sorry I don't remember the lady name. She was amazing and very helpful.,5
Tamara Bowles,The loan process was so simple. It only had a few steps involved and done. Money in my account the very next morning.,5
Michael Hernandez,Cathy was amazing. She made the process quick and easy. She communicated every step of the process and gave me the information I needed to benefit me most. I’m,5
Alphia Barnes,They will go out of their way to help you and make it easy on top of that!,5
Wendy Waddle,The woman who helped me get my loan was great! Friendly and professional the process was quick and enjoyable,5
Sherri Meyer,"very professional and friendly, I felt very comfortable with the staff.",5
Brenda Douglas,"I have used them twice they are very professional and helpful, great experience both times.",5
Wesley Marion,everything good.GET A CUSTOMER RESTROOM PLEASE,5
Donovan Cowden,I had a few things come up unexpectedly.A friend recommended One Main Financial. I filled out the application made an appt and was in and out with my money. The payments are so affordable.Kelly was amazing to work with.I highly recommend!,5
Tina Meeker,"Mya was awesome! Kind and courteous! Not a harmful bone in her body! Overall,  warm and friendly!😊",5
Pamela Blount,"Kaylee was VERY helpful.  When I had trouble filling out things online, she walked me through every step...  She is a very nice lady.  I appreciate One Main very much...  Thank you!!!",5
Drew Kelly,Needed an emergency loan fast. Ashley was friendly efficient and helpful in making that happen in one day. Excellent service!,5
Naomi Hollins,Happy Customer. All went well and the customer service was very good.,5
Cheryl Manning,"Excellent, professional service...Amy was a pleasure!",5
Josephine Barron,"Took too long, kept asking for more and more, or better pictures",5
Lisa Smith,Faster than expected. The loan experts was helpful,5
Sharonda,"Natalie at the Palmdale office was very efficient and helpful, she was very professional!!",5
Jimmy Sledge,Great Job Angela HELPED ME OUT ALOT. In Cherry Hill NJ Office.Very intelligent Women.   Helped me out with $2700.00 for personal loan in professional manner very polite and understanding.Thank youMark,4
C Redd,"I have done 3 or 4 different loans over the last several years with the Blue Ridge, Georgia branch.  We didn't have the greatest credit score and OneMain was one of the only places that would work with us. We have been able to use these loans to consolidate debts and have greatly improved our credit score. i might have been able to get a lower APR with this latest loan with our credit score increase but OneMain has been so great to work with that I went back to them regardless.  By working with us OneMain has helped greatly improve our financial situation.",5
Travis Briggs,Kevin was soooooo helpful and made the process very easy.  Great experience!Marie M,5
Frances Purkins,It was a great experience she walk me to the process of everything.  Lorraine was very helpful and explained,1
Miguel Passanante,They have helped me with 2 loans they are very good if anyone needs a loan I would recommend them,5
Ruben,"I came into OneMain Financial to get a loan due to I needed assistance to bill some bills. I recently had heart issues and has caused me to take off time from work which will place me in a bind. So I went to this lovely establishment and explained my circumstances. None of the financial agents in the office judged me, they replied they understood and assisted me in getting the amount I needed. Thank you OneMain for your due diligence and working with me to get what I needed.",5
Mary Jones,First Time.I never dream it would be so easy yo get help when you really need it.  Thank you.,4
Kenneth Williams,Fast friendly courteous and amazing people,1
Algis Liskunas,I didn't get what I asked for but I understand why.Other then that they were worked me. I will go to them again If I need to in the future.,5
Dale,Everything went smoothly.The total came out to more than I remember being told.,4
CV Hardy,Very satisfied! The lady that helped me at your Webster office was great! Will refer my friends to check ya out! Thanks,5
Annette Collins,Good experience overall fast service and very freindly,5
Lisa,Like barrow ing money from yall. But the interested rates are high for a barrow ing money. The people are nice and good to work with for getting a loan,5
Dwight Sanders,They treat customers with respect in person and over the phone. Will use them in the future.,5
BernadeTTe Kozen-Rowlands,"I’ve been working with OMF for a few years now and the experiences have normally been just fine, no complaints. But this time around I worked with Priscilla and she was outstanding. She kept in contact with me throughout the whole process and did an excellent job at communicating and patiently explaining each and every option available to me while maintaining a very professional and upbeat attitude. She truly did a great job!",5
Shawn Brake,It was a pleasant experience. Everything was ready when I came in and the girls in the office were friendly and extremely helpful  all my questions were answered and we concluded the sighing in 20 minutes,5
Dulani Miller,I really enjoyed meeting and doing business with you all. You were a great help to me. Iappricate it very much. T,5
Elias Griego Iii,"All around easy to work with, just a few difficulties in the connecting and closing with the dealership that we’re finally resolved in a timely manner.",5
Carrie Levias,The service was excellent and the loan officer was awesome I plan on doing much more business with them in the future Steven Cook,5
Andrew Sabini,my experience were very professional the staff is real friendly no hassel everything was real easy i loved were not in their real long signed everything she were real nice i would recomend one main financial to anyone they will help you if they can,5
Vernell Womack,"First time working with them.VERY personable!I have worked with other lenders, and they should learn what One Main customer centric method offers!",5
Michael B,My loan officer was excellent! Process was easy.,5
Collette Cunningham,"Professional, fast,Efficient.",5
Jose Zamora Jr,Five stars for great customer service and accessibility. Highly recommend especially if it your first time applying for a loan.,2
Tracy Duncan,"Everyone was very kind and helpful, and I will recommend your company to friends and family.",5
Anonymous,Great customer service by Tim! He explained everything in detail while making sure I understood everything before moving forward.,5
Roxanne Graff,"I was wondering if I will be approved  ,but I got it easily, the  lady who help me was soon nice",5
Olalere Olaniregun,Worked with Caleb at Gresham....Super star!  He called back when he said he'd call back...explained everything in simple terms...and the whole process was quick and efficient.  I'll use them again  :),4
Wayne Ohler,Fast and easy friendly experience. The whole goes out of their way to help.,5
LUIS ALICEA,Good morning it was great fast and professionally done. Thank you so much in my time of need can not wait to pay it back.Barbara A. Davis,5
Linda Shaw,Great job! The person was awesome and I loved experience with agent.,5
Gladys Gonzalez,Friendly and fast transaction. Thank you.,5
Bruce Jones,The best experience ever! They were informative throughout the entire process and the experience was seamless!,5
Rose,My experience with  over  The  year have been wonderful,5
Joann Burgess,High quality service.  Great staff. Very easy to deal with.,5
Fayette Mehl,Experience was great! Katty is awsome. Gainesville GA branch.,5
Garry Evans,"The loan process was excellent.  Kellie was efficient, curious, and helpful.  In fact the experience exceeded my expectations.                  Well done One Main.   Herbert Lawson",5
Robin Lesesne,"Jose was so helpful, he was very pleasant to work with, did it all online which I totally loved, money put in my bank account, loved the whole process,",5
customer,"It was a great experience, Richard was excellent guiding me to the process!",5
Amy Bloodworth,OneMain Financial crew in St Augustine worked wonders with me to help me get things paid off. Thank You OneMain!,5
Nancy W,It's a great company and people are very friendly,5
Sheriel Lomenick,My experience with One Main Financial was absolutely the best! The best loan experience I have ever had! My loan officer made everything so easy and pleasant. Asheville One Main Funancial is the best!,5
David Dye,Awesome experience with the Laurinburg Branch the ladies are always polite and exceptionally professional. Thank you for your great atmosphere.,5
Dana,"During the very hard economic times getting a loan with OneMain Financial was quick, easy and best of all, stress free! I was able to consolidate some bills into one small manageable payment. Thank you OneMain Financial!",5
Timothy s Winters,Spoke to the folks there originally on the phone but passed the store and went in the group all help me get my money and explained everything to my satysfaction!,5
Randall Yeager Sr,Everything was great just the computer was a little slow,5
Renee Deitch,"Thank you for making the loan experience a professional one and the staff being thorough in the explanation of my options and terms of the loan, made me confident in obtaining the loan I need. The monthly payment is within my budget, making it easy to repay. I’d highly recommend obtaining a loan from One Main Financial!",5
Julie Davis,They have always helped me when needed.  The Orange Park team is very professional and friendly.,5
Carmen Menendez,"OneMain Financial is a fast and easy experience. The staff at Louisa, VA. Make you feel like family and try to help in any way possible.",5
Bruce Ratcliff,Thank you very much for helping me out. Service was great and I will be back in the future,5
Mo R,Awesome place! Great customer service and quick process. Julio was great to work with.,5
Brandy Lovell,They are all about you and you needs.   GREAT People.  Thank you Stephanie.,5
V.,"Excellent customer service, excellent company. Both time I applied I was approved and process went very smoothly. Just have the documents ready when they ask. The office at Northcrest shopping center is the best. Aaron is great, james is great, im sorry i forgot the first lady that helped me with my first loan but she was awesome! Very professional and explained everything before I signed. Definitely recommended.",5
farmboy,Thank you very much! I am so grateful for your trust and quick service! Very polite and professional. Thank you for helping us reach our goals!,5
Maria Cardenas,Thanks I appreciate everything and enjoy doing business,5
Debbie Jenkins,They were a mess something that should’ve taken 24 hours max took a week to be done. No one communicated with me regarding any issues. My paperwork was passed around to 10 or more different people,5
Jacqueline Polk,All materials were sent over. Waited over an hour with no phone call. So we called customer service and they stated they needed the IDs in color. We asked why no one called to ask for it and was given no answer. Then also asked where it said it needed to be in color and it doesn't. We were made to wait over 2 hours to get the loan finished because of a lack of communication.,5
Michael Bush Jr,Top notch customer service! Robin was very responsive and knowledgeable.  I would recommend this office to anyone.,5
Robert Cephas,"Best loan experience! Josiah is knowledgeable, friendly and always great to work with.",5
Tariq Nesheiwat ,The staff at the Paducah office was very quick and efficient. They took time to go over everything and had me in and out quickly.,5
Lisa Sweeney,"When I talked with one main they was helpful they explained everything, and just kind and they just are a good company and would recommend anyone looking for something to help them in life go to these guys.",4
Tara Rice,Extremely helpful fast and great to do business with.,5
Davis Rivas,Very knowledgeable and easy transition. Really worked to get with u for approval. Would use again and was recommended from a family member.,5
Laurette Hines,Excellent  Customer  Service  From Beginning  to the Ending Process!,5
Jessica Thamm,Stopped in and was helped quickly and completed the process in one afternoon.  Outstanding service.,5
Eugenio Gonzalez,"Ll I can say is that the associates performed with efficiency,  were very professional and courteous, had all my information handy and had me done in a matter of minutes.  Excellent service.",5
Thomas,Great and fast service,5
Yolanda Pitts,This is my second experience on getting a loan with One Main. My agent was amazing and made this so easy on both times.,5
Maria Guadalupe Okba,worked with a great loan officer friendly fast and super easy,5
Rejonia Slagle,This place is so AWESOME they make you feel like family and they go out of their way for you!!!   GREAT JOB EVERYONE.  THANK YOU,5
Lashonda,Super easy super nice I’m happy I did business with one main,5
Joyce Mitchell,Only thing is that they still haven’t sent the check to my car payment place to pay off my car yet they said it would talk about two to three days and still not sent it yet,5
Joey Lincoln,"Just wat I needed!! Thank you OneMain for the loan,you saved me from late payments on my bills!! The loan was fast & easy! Thanks again!! Will recommend!!!",5
Mark Jones Sr,Great job. Very knowledgeable associates,5
Alejandra Huerta,"I  filled out a pre-qualified application online and within minutes I was directed to my local branch in Lancaster, SC on Woodlawn Drive. Aerial Smith called and explained the entire process to me and walked me through every step and I felt so comfortable going into this alone. By the time I arrived at their office the next morning I felt as if I was just stopping by to visit an old friend even though we had never met face to face. There were a couple things that required documentation and Aerial even helped me look those up too. Aerial and the manager there went above and beyond to make sure I secured this loan that day. I left there with money in my bank and a huge weight lifted off my shoulders. Don't hesitate to try them out.",5
Tracy Davis,"My experience with One Financial was one of The best I hade every has,Great customer service.Thanks for everything",5
Sabrina Mcmillian,Absolutely amazing staff!!! Have always been good to us! Today we chose to refinance our truck and wow the savings!! Couldn’t be happier! 5 star service! Thank you Kristen and Chrystal!,5
customer,"MY TRUCK WAS REPOSSESSED DUE TO NON PAYMENT CAUSE LACK OF WORK DUE TO THE ECONOMYCOOL NO BIG DEAL I BEEN A CUSTOMER FOR ABOUT 10 YEARS. WHAT WAS LEFT ON MY LOAN  BALANCE WAS NO WHERE NEAR THE VALUE OF MY TRUCK WHERE TALKING A $60,000 DOLLAR DIFFERENCE. I RECEIVED A LETTER STATING THE TRUCK WAS SOLD TO CONTACT THEM AT MY EARLIEST CONVENIENCE TO SEE ABOUT MY CHECKDOING SO I WAS INFORMED THAT CHECK WAS ISSUED ON THE 19TH I HAVE TO WAIT 15 DAYS ARE SOMEWHERE IN THE FIRST WEEK OF MAY TO GET MY CHECK IN RETURN I ASKED TO SEE THE POLICY ON THAT NO ONE WOULD PROVIDE THAT FOR ME IN DUEING SO OUT OF THE 3 PEOPLE I SPOKE WITH HAD DIFFERENT STORIES I WAS ALSO TOLD IN SOME SHAPE OF FORM I WASNT EDUCATED TO UNDER STAND THE LETTER THAT WAS MAILED TO ME TALKING WITH THE 4 PERSON HE AS WELL WOULD GIVE ME A NUMBER TO FILE A COMPLAINT ARE ANY DETAILED PAPER WORK STATING THIS. THE LETTER I RECIEVED SAID TRUCK WAS SOLD TO CONTACT THEM AT MY EARLIEST CONVENIENCE TO ARRANGE PAYMENT. SO TO BE DISRESPECTED LIKE THAT YALL WILL NEVER GET BUSINESS FROM ME AN I WILL LET EVERY ONE NO HOW I WAS TREATED.",5
Francisco Carrillo,Never ever use this institution for a loan. Nothing but lies and bull. It's a shame that credit karma has them on their website. They say they won't affect your credit by just applying but it does. Interest in the mid to upper thirties. It's the mob and crooks. Don't go there. Ripping off America,5
Terri Ortega,"My husband and I recently applied for a loan with OneMain Financial. It was a stressful process for us however we supplied all the necessary docs that were requested of us. We were assured over and over again that everything looked great and we were even offered different loan amounts we could choose from. All of a sudden today, we were advised the loan was denied. This is devastating to us. We had plans to add on a room to our home. And we were depending on this money to help us achieve that. It is very disheartening to be told over and over again that you are basically approved, then get the news that you were in fact denied. That is a horrible feeling. I think they should not get people’s hopes up for nothing! I think they should come up with a better system that does not involve having people think they have the loan in the bag, just to have that snatched away.",5
Ella Fields ,Why would you send someone an offer and tell them they have no offers after they apply,5
James Mims,"Very pleased, additional amount offered which was super, but maybe at a later time.",5
KENDRA IRVIN,Always had a nice and great experience with this office.  They have always helped me when I needed them.  I wouldn't think of going anywhere elseTerresa C,5
Bonelle Robbins,"My name is Rosendo Rojas, this company stole de car of my wife Mauris Rojas. She had posted 4 review and nothing has be done. Now , after 3 months, she received a letter from one main solutions, telling that they paid 32 dollar that they owned from January. But, she is still desable, so where is the car? Why they stop paying? Do this company wanted the car because increase the value in the market? To many questions that they will have to legally answer. Thank you for the letter, that is another prof that they just stopped paying.",5
Jacqueline Lopez,I have been dealing with One Main for close to 5 yrs. They have always been far and respectful. I feel like I'm part of their family as they are mine. I would to invite everyone that in need of a break to come and join the family. They will treat you right.,5
Paul Nistler,Terrible. They said I was approved then dinged my credit and I spent 2 days going through the process. At the end of it they said I was not approved. Awful experience. I am fine not being approved but don’t lie at the beginning and mess up my credit even more. Do NOT deal with this company.,5
larry ,"Good experience. If needed, would use this company again.",5
Chiquita Carroll,Shout out to One Main Financial to helping get back on a positive road to financial freedom. My one on one experience was amazing. He made me feel so great.,5
Nancy Martinez,i had a quick and extremely professional experience with this company !!the lady that handled my loan explained everything and was very nice and walked me through what i did not understand !!!,5
Glenn Davis,"The only thing I would like to say is One Main has been there for me when I needed them, I've been with One Main for years, I actually paid off their first loan to me and went back to them when I needed more money. The other important thing I wanted to say is they gave me a loan even though my credit score went down, and I believe they were looking more on how I paid them back in the past then they were worried about my credit score. I really got to say they are willing to take a chance on the previous customers and that's what makes me go back, never had 1 problem with them and That's a big plus.",4
George McCormick,STAFF WAS AMAZING SERVICE WAS FAST AND EASY HASSLE FREE AND I HAD MY MONEY IN LESS THAN 24 HRS. THANKS EVERYONE FOR YOUR HELP.,5
William Gates,They went beyond to help me get approves thank you onemain,5
Lindy Ingram,Great service all the way around. Will definitely do more business.,5
Ruby Ellingson,The employees at One Financial are very professional and very helpful. They explain everything and they do it in a way that you feel comfortable in receiving the information and you don’t feel confused. They’re very knowledgeable about the company and it’s products.,5
Norma j Garcia,"Very professional and always helpful to explain all that one has for questions,  give , 5 Star rating.",5
Gail Armstead,Worst financial institution for loans.do not waste your time with them they will tell you you are approved but. After multiples paperwork's and sweat . You will get nothing .please run from them. Do not waste your time,5
carl,The service received by the young gentleman that helped was exceptional. With his excellent assistance and patience was able to take care of needs. This is what true customer service is.,5
Christopher Houtman,Experience was awesome Jee whan lee was great he made the process so simple best experience I ever had,5
Leticia Raya,Denisha is awesome  she help expedite my refinance with no problems,5
Kristin ,"Was a very good experience it is always a great experience have had several loans at onemain the staff are very knowledgeable friendly and professional,  I always will recommend onemain",5
James,"As always, a very pleasant experience. Everyone in the office is very cordial and helpful. Kayla answered all my questions and helped make it easy throughout the loan application.",5
Romona Lowery,"We started the process online and got a pre approval, we received a response from the Bernalillo store and representative named Stephanie took all our information and more before we knew what was going on she used the equity from our vehicle to offer us a loan our current APR is 8.5% she mentioned we would get money back and pay them back at an interest rate of 35.6%. We were never given reason why a signature loan was denied and we never gave her the authorization to use our VIN information,  very bad service we will be contacting the Attorney General office in NM.This is a predator loan company be careful what you send them.",4
Steven Thomas,Very kind people and very helpful! Love doing business with them!,5
Jonathan B,Great service.  Everything was explained well and a pleasant experience Thanks One Main!,5
Marcus Bozeman,Denise was very professional and friendly.  Explained everything efficiently and was very helpful. I was very impressed with her customer service. A great experience for me.  No rushing. Not pushy. I have and will continue to recommend One Main Financial services to friends and family.  Thank you so much.,5
Kathy Mcdonald,"Obtaining my consolidation loan from OneMain Financial was a breeze.  My representative had all of my information, walked me through the online paperwork and paid off all of my credit cards and car loan.  Now, I am looking forward to seeing my credit score increase rapidly.",5
Minerva Luna,"I am very please with the help I got The gentle men that helped me over the phone ""(chance) from the office on Centerville rd PA."" Was very knowledgeable an easy to talk to .. I was skeptical about applying and I was approved for so much more than I thought!I would definitely recommend OneMain Financial",1
William Smith,It was so easy to apply and I qualified when I never thought I would. It has been a life saver.,5
James Bell,I went to the Slidell office Bernie was very helpful and knowledgeable the process was fast loan was approved in about 15 min and money was in my account in about thirty minutes.after they posted this review I was reading others. It makes me irritated when you read something that dumb people post claiming that the reason they got denied was possibly because the shade of of there skin . When actually they were denied because they did not have income and prob had bad credit or low credit score.,5
Charles,My representative was Brenda. She was very professional and helpful. Thoroughly explained the process and received my funds promptly. Will definitely recommend your company,5
Raymun Safford,Quick and convenient online process.  Great experience,5
Donna D,False advertisement. I was told I was approved and to bring my 2019 Nissan vehicle. After letting someone else drive my vehicle there with me in it due to a broken ankle and waiting over an hour. I was told my adopted income could not be used because my daughter will be 17 next month. Another issue the portal wouldn't upload my information and their fax did not work. The lady keep saying we will work something out. Then once talking to her manager came back with there is nothing we can do for you. Maybe it was my complexation but I find this as wasted time and HORRIBLE service. I would not recommend them to anyone.,5
Marcos Torres,"Very helpful and friendly also, they were very quick.",5
Theodore Dilello,I was amazed at how simple the process was. I never thought I wouldn't even have to leave my office.,5
Joan Mullen,I inquired about refinancing my current loan and Kristin was very helpful and professional as she helped establish a new loan with lower rates. I'm very happy!,5
Melenau Haiola,Mrs. Jennifer was super helpful and walked me through the process nice and quick explaining everything to me I would definitely recommend using OMF again and to everyone I know especially Mrs. Jennifer at the DeRidder location.,5
Sharon Dray,Folks at the office are like family got me in for my loan approval and then home for dinner great experience thank you.,5
Leslie Joiner,Joe was great he was so nice and it didnt take long,5
Parks Roberts,"Gladyscontinues to be a true professional , always insuring that I am clear on perimeters and reflecting the spirit of Aloha that has become harder to find  in our current world situation.I am honored that she continues to be of service to me!",5
Ty A,The Customer Representatives in the Local Branch were very knowledgeable and helpful!!,5
Karen Blakley,It’s was so amazing met new people and met an old friend I known from Kalihi branch. They really made my day.,5
Jeremy Baxter,very grateful for the treatment and service of the staff and I am sure that I will recommend them with great pleasure,5
Gary Hampson,The process was easy and not over complicated and the staff was amazing. Thank you Mike at the Coral Springs location he was awesome and welcoming?,5
Clifford Rylander,"The staff was courteous, professional and informative. The office experience was relaxing and friendly.",5
Jo Emma Arredondo,I would recommend everyone shop with One Main,5
Friter Ham,It was a very good experience. Everyone was very helpful. Fast and easy closing.,5
William Cuyler Jr,"Well, all I got say is everything went well she explain things very good to that I understood,that was so important.",5
Cheri C,It was a great experience as usual. I thought it was fast and efficient.   we will always go back there.,5
Jamela Reeves,My experience was awesome!  Joseph made it a seamless experience.,5
Ethel Haigler,"Jackie from the North Fontana location was awesome!! She was professional, informative, and worked with urgency.  The other girls in the office were also very friendly and attentive. Thank you for a great experience and great customer service.",5
Clarissa Kenyon,I thought this experience was horrible. Took way too long and had people who thought they were above you. I only gave you 3 stars because the young lady who called me to close out. She was a delightful woman. We laughed and enjoyed the long process. Other than her it was terrible. I would give her a raise.,5
Thankful,One main realy help  me out when I needed it the most so thanks 😊 and I hope to do business with you again soon. Sincerely Gloria Merritt.,5
Mike C.,"My overall experience was excellent. I was pleased with how smoothly everything went, and I especially liked getting the bulk of the process done electronically. Anita was friendly and professional. I left with a very good impression of One Main.",5
Shari Nelson,"My experience is great I love every moment of it and yes they explain it to me properly and I understand it , I love it ,yes I would recommend anyone to one Main.",5
Tim Coles,This was an excellent experience.  Things flowed very smoothly throughout the process.  I would recommend One Main Financial to anyone in need of funds immediately.William J.,5
Edward Cid,"Everybody in the office have been very professional, I have used this company many times and have never been disappointed, I will always go back when I need them.",5
Joseph Pyburn,"Very professional and easy to get approved,",5
Jorge Escobar Cea,LILANA WAS AWESOME! SHE HELP ME THROUGH ALL OF MY DOCUMENTS AND EXPLAINED EVERYTHING:),4
Annette Castaneda,Very nice staff. no complaints.,5
Pam H,It was easy to borrow money to get rid of extra debt. All the staff was kind and helpful.,5
Anthony Hill,I had a very positive experience with Andre the loan officer that assisted me with my loan I would recommend this financial loan service,5
Dave G,This company was awesome. It took only 15 min to get my loan application approved and 1 day to get my money.,5
Quinton Wright,"My experience was great. I walked in spoke with the person I needed to speak with , She went over everything with me before I signed it and I was out of the office in a few minutes.",5
Yaya Wilkins ,"I have been working with One Main Financial for my needs for a long time not only do they treat you like family, but they also go over and beyond to make sure your needs are met :)",5
Nicole Leonard,Thanks so much with you guy's I mean onemain financial bank for excepting my loan.im highly satisfied and thank u so much again,5
Otis Long,"Speedy, thorough & excellent communication & customer service",5
Carolyn Williams,"I had a great experience with One Main.  The representative that helped me, Brandi, was very helpful and patient.  She explained everything in terms that I understood. I would definitely recommend One Main if your looking for a loan!",5
Brenda Rivas,"They made it easy to get a loan, and seem to enjoy it. All smiles.  And I Thank You",5
Bam,"Excellent customer service, punctual with loan information and timely disbursement",5
Bryce Hennig,"Morgan was awesome!! She walked us through everything,  very helpful and friendly.",5
Charles Nichols,"Super fast and easy, great team at Oswell location",5
Mr. Dyson,"I felt so valued, the crew there are friendly, courteous and hard workingMy overall experience was great.",5
Jenell Watkins,Very polite and professional quick on getting you a loan and no bs,5
Patricia M  Dunnington ,Very professional. Loved that she was very detailed and able to answer questions and concerns. Quick and easy process.,5
Kevin Reese,Was a pleasure. Friendly staff no hassles  and great service. Thank you.,5
B D,"Loan officer Rob was so straight forward, cut to chase perfection. Gave me my options, extras without be overselling or pressuring. 30 minute instant funding was well appreciated.Highly recommended",5
Mrs. A,"I renewed a loan recently and Jamie at the Shawnee office was very helpful. She knows her job and she does it very well. She's polite, funny and all around sweet person. Thank You",4
Sharon Henderson,"Nicest, most helpful place I have been in contact with. I have consolidated debt with their help. Everyone there is so nice. They are fast and efficient and work with you to get you what you need.",5
Dora Mcbeth,My agent was very friendly and explained all of the options that was available. He was able to close my deal the same day. The money was deposited into my bank and was made available in two days. It was all done from the comfort of my home. ❤️❤️❤️,5
Lany Munoz,My experience with Onemain financial was easy and fast. The customer service was excellent and I would recommend others to Onemain financial.,5
Deborah Mitchell,One Main Experience. I have never gotten a loan with such ease. Sammie Knox and Manager Chris Mattox were most helpful. I really like the seven day trial period and that you can pay off the loan early without being penalized. One Main rates #1 with me.,5
Rochelle Hicks,"Angie was AWESOME!! Enjoy talking with her, VERY knowledgable. Quick and easy process would and have recommended to everyone!",5
William Young,the person that assisted me was very knowledgeable and very helpful,5
Jenny Rebecca Dalton,It was a smooth transaction.  I came in signed the documents.  Cash was in my account in no time.,5
angiem267,"The folks at One Main are always helpful, and go out of their way to make the process easy! Nicole was really helpful, through and professional. I will recommend you guys often.",5
Christy Musey,Marilyn and Rob at the Benton HarborI office were amazing and very helpful!,5
L Davis,Stephanie was very professional. Very fast and knowledgeable of her work skills,5
Curtis Jefferson,My experience with One Main Financial was great. They took the time to go over my request and offered me what was best for my need.,5
Jeanette,They lied to me got a young agent to handle my case wen I called the supervisor name Pam black woman was doing nothing but did not keep her word the one man Financial on Frederick ace on Catonsville is the worst do not put up none of ur collateral because they will tell u if u get fired they will pay it completely off well I lost my job I had the insurance and they told me oh we just gonna paid on it for a year I contacted cooperate and waiting to hear back stay away from that fraud play Pam runs the place and her people seems like they trained there selves and my agent who name was Tim was the one who lie about the insurance I will fight and get as team of lawyers if I have to because scamming people who need alittle bit of financial help isn’t stupid at all I’m an engineer with degrees and many certifications but fell on hard times personally and just needed some help to get back on my feet and they screwed me im will will to go nation wide if I have to if cooperate doesn’t come up with a solution,5
Tyryn Jackson,The entire staff is very professional and friendly. Excellent customer service. They called back like they said they would and followed up every time I needed to clarify certain things about my loan.,5
Heather Jones,"Very helpful staff, was given multiple options on the loan I was interested in. Was explained well. Very happy to be a repeat customer.",5
K. Luebke,"We wanted to make a personal purchase . I called our local office ,told them what I needed and had my loan approved that afternoon. Fast, friendly and quick service.",5
