Title,reviews,stars,sentiment
Excellent customer service,I have always had a good experience with them.  Easy to work with.  But interest way to high. Still a customer.,5,1
Y'all saved my financial need on the…,"I love CashmetUSA!!They are always willing to help whenever needed, and are more than willing to work with you regarding any issue you may have. They are always very friendly, polite, and very professional!!",5,1
Service was fast  easy  friendly,She told me all the things I need to get approve for the loan. And if I dont respond back on time. What would happen and that I could reapply for the loan.,5,1
Very speedy and helpful!,She was very helpful and gave good advice. I want to work with her again when I need the help to figure things like this out. Hopefully we can connect again so I can figure this out.. Thanks so much for your help.,5,1
Great experience without any…,I wasn't in the best mood when  contacted by USA but after speaking with representatives I was offered a good deal,5,1
CashNet is so easy to use,I was very satisfied with Kimberly knowledge.,5,1
The two people I worked with were very nice!,Willing to help with the problem. And very nice and knowledgeable.,5,1
Representative very courteous and…,I had a long longtime with and I didn't have any problems  and I really need you  again  I would  refer anyone to you,5,1
CashNet USA,"Honestly, Thank you! if this was yelp, i’d give y’all the highest rating. xoxo",5,1
Great service,EXCELLENT COMPANY!!10 STARS if I could!!Perfect Agents as well!!You won't be disappointed!! Way to go CashNet❤!!,5,1
I’m always receiving great services tk,"I had a Family emergency that required me to travel TX, which is a 11hr drive. Also I have less than perfect credit.  CashNetUsa saved my life! Really simple application.  And they got my money in the bank next day!  Try it yall!",5,1
Whenever I need money Cash net is…,"no hassel, very fast approval!!",5,1
Very great representative very nice…,Very understanding very helpful and patient,5,1
Was very polite and very helpful,"Quickly response, excellent service to attend urgent matters",5,1
Excellent,The service call was professional and efficient,5,1
Great service,Best cash assistant company i know. Simple terms and low fees. Been using them for over 5 years for short term advances.,4,1
Awesomeness',i have used them before but they were not allowed to loan in ohio for a timeso I wanted to see if I can use them again,5,1
Great Fast Service!!!,"A Legitimate company m, especially there online department, for starting a payroll loan, l have used them for a few years now, and it has been helpful, and they work with be to repay if I’m ever in a bind, just call before due date for smaller installments, or you will have to repay loan in its entirety plus a fee, in its entirety, which is still generous on there part, because you usually can get another loan after payment , at least they worked and I hope continues to work for me when or if I’m I need, yes I’m actually a real customer, I can’t believe I wrote all of this, but it’s true, stay safe.",5,1
Great service!,Monica was very helpful in adjustment payments and showing me new emails that were never seen before and really respectful,5,1
So easy,You have great customer service and your rules are very l a x e d,5,1
I enjoyed my experience with Cash…,Excellence is hard to find. I found it in CashNetUSA! 😊,5,1
Great service,They are very Kind . Excellent Customer Service.Very Knowledgeable Employees  They go out of there way to make it work for you . I am 8+ year Customer.,5,1
To high interest on your loans,Rates were good,3,1
Login problems to the service too ...,GREAT HELP. UNDERSTANDING. ALWAYS ON LINE.,5,1
Good helpful,I appreciate having CashNet USA as source of financial short term help with my financial obligations. Thank you! For the wonderful service you provide.,5,1
This place is really great,Very easy to use very well explained said I was approved in a few short minutes just waiting for the money,5,1
Good customer service,"I was impressed at how quickly the money was in my account. I just wish I could have gotten more. Then I could have consolidated everything into one payment, but overall I grateful for the help. Thank you.",5,1
CashNetUSA came in mail as a…,THE LOWEST RATE IN THE GAME....THE VERY BEST... FROM MY HEART... U HAVE SAVED ME SO MANY TIMES.. THANK U MUCH HIRE ME,5,1
Ms. Lynn' EXEMPLARY CUSTOMER SERVICE,I applied for a loan to pay my property taxes and was given a loan within 24hrs. It was a very painless process and helped me out when I needed it most. I'm 1 month away from paying it off and I have to say they have the best customer service. I do want to add that this should be your last resort since the fees are terribly high. Make sure to read up on how much you will be paying back because I got $2000 and paid back just about $6000. Last resort!!,5,1
She helped me resolve my problem.,"These guys are great glad that I took the time to look you up,thank you chris!",5,1
Great service,Very good customer service.  They worked with my needs and it was seemless.,5,1
I have tried to call on several…,Customer service  rep. was very helpful . I request by email to pay off my loan early . She assured me of my request . Helpful & Quite professional .,3,1
Excellent and fast service very…,"I can’t say enough about the positive experience I’ve had so far with CashNetUSA.  They make the process as smooth as possible, which during tough times is so necessary.  I appreciate their streamlined service and ease with which to process both deposits and payments online.  This free’s up my time to take care of life’s other demands.  I’ll update periodically as I continue the process.  I did deep dive reviews on many other similar options As this is an important decision, and I chose this place because their terms and rates and service came in far superior to the others.  I’m so far very pleased.",5,1
NO HIDDEN AGENDAS!,"CashNet is always so helpful when I call, and they always work with me in any way! They are the best hands down!",5,1
This was great,Cash net helped me get the cash I needed fast for repair expenses to my home. Highly recommend.,5,1
Absolutely GREAT!!,"Literally took 15 mins to get approved, it is indescribable how much this helped. I am very thankful",5,1
Very nice lady,The best experience I've ever had doing a contract online. My money was delivered quickly. I love CashNetUSA!,5,1
Assistance,"Very satisfied , works in a timely manner . Also sufficient",5,1
I love CashNetUSA,Quick and simple will definitely use in the future,5,1
Awesome experience love you guys!,Good job I am satisfied,5,1
Very kind and respectful customer care.,I was pleasantly surprised how fast the process was. I will definitely refer to my friends and family.,5,1
Great Service,"Well,I haven't got money I really appreciate you working with me.",5,1
Definitely was there in my time of need…,Cashnet is always there when we need them. They were very helpful when I needed to postpone a payment and really helped me in a bind.,5,1
Easy to get the loan but won't give me…,Great loan company. Very fair rates. When I fell into financial difficulty. They had no problem offering a payment plan I could afford to get back on track. Thank you CashNetUSA you are the best!!!,3,1
The Lady was very nice and understanding,"Love it, it was very simple safe if your in need of cash. Customer service was very helpful on resolving problems.",5,1
I had a problem they listened and we're…,im honest dont mind telling the truth some times take a very log time to to get to agent some are nice some are not but today she were great,5,1
She helped me solve my issue,"Cash Net is professional, honest, and friendly. They were willing to help me when I needed it the most.",5,1
I needed a withdrawal,The company has been working on the new technology to help the company grow and expand its business development program to ensure customers can get their business back up and get a better look at their products.,5,1
Great customer service,Good to help when I need it,5,1
They were really kindbsuper efficient…,"Enjoyed the experience, for the most part requesting the money I needed to borrow went pretty smooth. Ran into a small glitch but not sure if it was on my end or theirs. Highly recommended using them. Thanks for all you do.",4,1
Very good but service has been very…,The guy was very courteous and honest and easy to understand the only thing that couldn’t be resolved his problems with their computer system which is pretty frustrating to say the least,3,1
Quick and easy,Good company and if you ever get in a bind 99.999% of the time they will work with you😁,5,1
Customer service is very helpful and…,Needed a little help I was in hospital for last 3 weeks .... no pay from work . Had my rt index finger amputated  thanks for being there when I needed it .,5,1
Came when I really needed it recommend…,Thanks you guy’s you are awesome I gave you guy’s the thumbs up ready appreciated this once again thank you CashNetUSA,5,1
So far everything has been great,I've used CashNet for over a year. I love CashNet.They offer great services in time of emergency financial need. Easy and fast processing . Thank you CashNet for always being there!,5,1
The time of approval was fast and easy.,With everything being so uncertain at this time in life it's very helpful to know that there is help when you need it most. The Team is courteous and really know their business.,5,1
Was fast and easy!,It was so easy to fill out the online app. I would recommend to any of my friends that need cash.,5,1
Very helpful,I have used CashNet several times and they have always come through in my time of need! ThankYou.,5,1
With all that has been going on it is…,"Was approved quick. Great service, you are notified of every update on your account.",5,1
Its a pleasure doing business with your…,The money came fast with no hassle,5,1
Cashnet has always helped me when I…,Everything was great had no problem,5,1
Very helpful,"This was the easiest loan I have ever got. The application process was very quick to go through, the approval was fast as well  as the funding sent to my account. Most of all you do have options to pay the whole amount or the minimum payment if you need more time. I will probably use Cashnet again if I need a little help.",5,1
I really am not going to have the whole…,Thank you for making a short term loan so easy! I was very impressed on how fast my loan was approved. I will recommend CashNet to my friends and family who may need help. Thank you again!,5,1
CashNet has been completely up front…,Very very helpful when needed,5,1
Alway double check,Definitely will use again! I’m so grateful for Cash Net USA! The process was easy and simple!,5,1
Good company.i will let my friends and family known,It was a fast and easy process.  The money was in my account the very next day!!!,5,1
Cashier usa was the only one there for…,Cashnetusa is the best payday loan company on the internet. Interest on their loans are very reasonable and if you have repayment problems the staff are very friendly to help solve your issues.,5,1
Cashnet has come through for me when I…,Excellent online easy to fill out and safe to use,5,1
Always a great help,Good God bless you,5,1
So far so good,Had recieved a voicemail from a person claiming to be a cashnet representative also claiming i had been approved for a $9000 that i could use urgently but me also beeing aware of phone call scammers i decided not to call the number the person in the voicemail left and instead go online and live chat directly thru cashnetusa's website. The customer service rep Raneesha was very courteous understanding and easily understansing in her vigilanistic effort to my concerns about and for the questions i had while also helping me see if i was reeligable for a real loan through the actual company. Even tho i wasnt approved for the loan my main purpose for contacting cashnetusa was more than fullfilled thanks to their customer rep. Raneesha and will be the sole reason i continue to do any future buisness with cashnetusa.,4,1
I was behind on all of my bills and was…,It was quick and easy,5,1
Cashnet is very easy to work with,Horrible service and they were very racist and degrading,5,1
Great,The service I've received from Cash Net Usa has always been the best.  The representatives are helpful and kind.,5,1
First time they walked me through it I…,I had questions and they answered me back and got the answers I wanted,5,1
Everytime I call oi feel like they care…,Excellent customer service. Agent very informative & helpful. I would definitely recommend CashNetUSA to others.,5,1
The Best!!!!!,I feel that CashNetUSA is a great place to get a short term loan if you need it. I know we all have something unexpected that may happen and don't want to be tied to a payday loan but CashNetUSA can really be a help! Thank You CashNetUSA You were a help when I was in need!!,5,1
I went online only to realize that my…,Great service. No hassle and easy access,5,1
Awesome customer service 😀,The process was quick and easy! I highly recommend to everyone!,5,1
Great service and real friendly,"Great experience, amazing customer service",5,1
Always been friendly and meeting…,"Really needed a loan, CashnetUSA was understanding and responsive.  Had the loan I needed the vet next day.Thanks",5,1
While applying for my loans and…,My experience was great. I wasn't aware that my payment didn't go through until they reached out to me. I'm thankful for them letting me know and giving me options. CashNetUSA is wonderful and I would love to continue doing business with them.,5,1
CashNet is a great company and is…,Great loan company been using for a year if not more. Always check your emails for a discount on the interest! Way cheaper then those other companies with walk-in stores. Me and my husband prefer CashNetUSA then any other company. We have used plenty other companies and this is our TOP choice! You won’t be disappointed!,5,1
RJ review,"Good experience, answered all my questions",5,1
Good at times,Fast and helpful. Thank u vry much,3,1
Always come through for me every time I…,"it solve some of my problem, but not all of it.the minimum payment was too high and i wanted way more time, even if i had to pay more interest.thank you Brandon.",5,1
Awesome!,It was simple and easy. Funds were available the next day. Excellent service and fee not to high. Great job!,5,1
Easy and fast,Fast and very easy to fill out. First loan ever so very nervous but waiting on my deposit. How long does it usually take??? I got approved at 10:33pm last night,5,1
The company has been a great help in my…,"The system was friendly made it easy to apply for line credit, to the point with question and answers.",5,1
Always able to help approve me when…,"Fast and efficient, will definitely use again!",5,1
Cash not USA is an incredible company I…,1st time was quick - 2nd is taking a lot longer to transfer,5,1
CashnetUSA was on point,"Great experience! Responsive, informative, and very easy!",5,1
cash net is a good place to go for a…,This was my first time dealing with company so far everything was quick fast and excellent. Got approved right away with no hassle AT ALL. Just waiting for my deposit to hit .The one thing i wish it would deposit faster .,5,1
Need increase of loan,"Am sorry IAM not interested in.getting a loan,at the moment I have 3 loans so really I afford another loan,plus am a fixed income and am disable,so now isn't the time,but thank you Lisa Bacon,have a Blessed day.",5,1
Even though I wasn't able to get as…,They are always very helpful and courteous when I have an issue.,5,1
Great service friendly staff,I can spoke very clearly and he had excellent service I would recommend cashmere USA to anybody. They've helped me doing this pandemic thank you very much ❤️,5,1
Nothing negative has happened,"I spoke with Kimberly this morning to help with resetting my password and email address.  She was definitely helpful by being patient, respectful and by knowing her job. We went through a lot, first I put the password in wrong, then I put the code that was sent to me in incorrectly, but Kim continued to be very professional and respectful by taking time explaining over and over until I got it right. She was great and it was very much appreciated. Now, my new password is set, my new email address is reset, and she even filled in what needed to be done to request the amount of draw from my account that I wanted. Great and professional with a seemingly great personality to boot.  Thanks Kimberly.",4,1
Cash net USA is a company I will stay…,App is super easy to use and once approved getting a withdraw is easy as clicking a button.I only wish the interest was lower and less frequent.,5,1
Problem verification with my ID an…,A great business to deal with. They explain everything especially if you have questions. Great customer service to work with,5,1
The process is fast and easy and great…,Cash net has been really helpful to me in my time of need. Cash net is very efficient and reliable. I would choose Cash Net over any Loan company in the World😊My Overall experience with Cash Net has been a wonderful journey with and when needing funds.,5,1
Great Service,It was a great process and customer service was great explaining the process.,5,1
Cash Net USA was very beneficial and received in a timely manner!!,Quarantining hit my family's finances hard. Cashnet USA came through when other options failed. Not only with fast responses and results but also with courteous and wonderful customer support. Highly recommend!,5,1
Yes to Cashnet,I enjoyed talking to Leah she answered my concerns,5,1
Excellent customer service,The application was easy and approved quickly. Thank you .,5,1
Great service,Very outstanding customer service & the services provided are exceptional as well as beyond were I first thought it would be. I have reccomended & referred many friends & family.,5,1
Pay off,The young lady who help  me was excellent.  She answered all my questions and addresses my concerns.,4,1
My representative was able to quickly…,Great customer service!! Thanks Kimberly 😊,5,1
Everything was good.,CashNetUSA has given me a line of credit that has been a lifesaver during the pandemic,5,1
Very fast and easy process,"Very quick approval, money was in my account fast, excellent service. Best loan company I've experienced by far",5,1
Interest rates too high,Great customer service and very fast response,4,1
I've trusted CashNetUSA for years now…,Everything was quick and easy had no problem we're getting help I was very pleased with how fast the help was,5,1
A great pay-day loan experience!,My expectation was met. Staff was helpful and kind.,5,1
Great customer service,Because she was able to help me with my problem.,5,1
Good loan if you need money asap.,"If you need extra money, cash Net is the way to go!!",5,1
happy,Definitely a Company that believes in Customer Service and let's it show!!!From the Services they provide to their Customer Service Representatives.,5,1
Thanks for your service,I called to make a payment and Frank was very knowledgeable and courteous.  It was a speedy experience which I was grateful for.,5,1
Nice loan company,Fast. Convenient. Professional. Easy!,5,1
Consistent committed considerate!,"Just wow, fast, reliable and pleasant service! I’m locked in, and plan to do business with CashNet long term 🙏🏽",5,1
The Customer Support Specialist…,Thank you CASHNETUSA for always being there when I need help. Awesome!,5,1
Good site,"The best company to get a temporary financial boost! They are friendly and fund almost instantly. I’ve used them many times, but the trick is to pay it off right away or it can get a little pricey. But this is true of all payday loan companies. This one is less so than others I found.",5,1
great company    excellent agents  …,Kind and knowledgeable staff. Always availble when I need help.,5,1
He was very helpful and professional,Love the company. They are there when you really need help.,5,1
Helpful,Omg I love them already made me feel welcomed and at ease also made sure I understood exactly how everything works. I may have ask the young lady five times the same ? But she answered me all five times with the same answer making sure I’m comfortable lol but thanks you guys you helped me when I had my back against the wall.,5,1
i though  that if they got my loan on…,"CashnetUSA is extremely successful at providing and making it possible for the ""little-man"" to get ahead, or at least stay afloat! We wish them continued success and growth.",4,1
fast service,"DEFINITELY RECOMMEND A++++- I’ve said it before and I tell everyone again. I have never worked with a online company that is there for you when you need it as much as CashNet has . I PROMISE YOU!! You won’t be sorry . I’ve worked with them for a couple of years and will not go anywhere else, their customer service staff are AMAZING!! If you can’t pay on due date they don’t hesitate to help and understand tough times happen and they grant you extensions or payment plan if you need it. Love CashNet - so go go go!!! Why wouldn’t  you if you need emergency money they are the people to go to. Thank You so much for all you do CashNet and your amazing staff!Maria -Dallas,TX",5,1
CashNetUSA is the best payday loan I’ve…,Excellent service Was there for me in my time of need,5,1
Thank you for asssistant have a great…,I have been very happy with the service I habe received each and every time.Wanda Weible,5,1
Due to insufficient in my account,Satifyed service fast and explained,4,1
always helpful,Cashnet reduced my available credit shortly after covid 19 shut down a lot of places. Even though my income was not affected at all. Nothing changed for me. They just reduced my amount available for no reason. When people needed help the most Cashnet failed to help. This is the worst kind of company. Instead of being there for their customers they made getting money harder. Don't do business with this company if you care about companies that are actually there for their customers.,5,1
Everything was great,"CashNetUsa is wonderful. I am very thankful to this company. I received the financial assistance I needed. Sincerely, Thank you,Princess P Horton",5,1
Great response.,Cashnet has been an excellent loan company and has worked with me whenever I needed help with anything to do with my loan. Everyone I have spoke with have been very professional and at the same time understanding and compassionate to whatever circumstances I have going on at the time. I would recommend them to anyone needed financial help.,5,1
I was having some problems with my…,This has helped so much when I have been in a crunch for money. And it was so simple to apply,5,1
Great customer service,A life saver i really needed emergency help and cash net really helped me out so relieved to get the help I needed,5,1
Worked quickly to help me,I cant believed the CashNetUsa acted so fast. They deposited the money in my bank acct right the next day so i got everything covered on time for all my needs. I am so happy for their service. In return i need to pay on time. I highly recommend,5,1
Very knowledgeable,Cash net has always been there when I need an advance. Great co.The interest is higher than most. Susan,5,1
Never had any problems with Cashnet,"it was fine, thank you",5,1
Great company!!,"Latasha was very courteous, knowledgeable and helpful.",5,1
They will be willing to help you when…,"The experience was great, I was very pleased with  how quick the process was.",5,1
I have a $1300 credit line,I have had only the best experiences with you guys... y’all have been so helpful throughout my tough time since COVID-19...your staff are so nice and considerate of the affect this has had on myself and I’mSure  hundreads of others... they are always willing to help.. GOD BLESS EACH AND EVERYONE OF YOU GUYS.,3,1
Your service is amazing.,Great service that is both reliable and expedient.,5,1
I called CashNetUsa concerning loan…,Excellent service and exceptional punctuality! I am grateful for the financial assistance during a time of need!,5,1
My Advice use this temporarily only,Great app with awesome people to help,3,1
Jake was very nice and polite,Thanks for the help,5,1
Thank you Tracy for your help today,"Very easy, very helpful",5,1
I appreciate the ability to get the…,I don't know what to say just that it helped me out really well,3,1
the best best,Very nice very courteous very friendly and was able to explain what I need to do and I really appreciate it I would recommend that anyone please use CashNetUSA,5,1
It was a nightmare and miscommunication…,Pretty straight forward so far and quick to fund.,5,1
The Place to Go to When You Need Help,Fast efficient review and response. Jovo patience and informative. Only disappointment was not able to get password. Can't access my account,5,1
Thank You Jesus!,Needed little more time to make my payment and they worked with me.,5,1
They help you out they work with you…,Been with Cashnet for many years and they have always been upfront with pricing and cost. Recommended to all my friends,5,1
Just an easy experience,"Fast and Helpful when needed out of a jam for medical needs . Thankful , suppose to receive funds tomorrow due today being Holiday.",5,1
Y'all service was great when I need…,I received an answer to my question. The customer service rep was polite and very helpful. My only complaint is the message that plays while waiting for someone to answer is very repetitive. It plays constantly and makes it difficult to want to keep on holding.,5,1
Process was quick & really easy,"Love the fact that it's there when I need it and only pay when I need to use it, and not even all of it!!!! Thanks Cashnet!!!!",5,1
I received my payment immediately,"The loan process went smoothly. I signed the tentative agreement; however, there was no notification that the loan was actually approved?Thanks for the prompt service.",5,1
Excellent customer servixe,Very Satisfied with the Customer Service..Christian answered All My ???'s Ty CashNet Usa....,5,1
Altovise is an amazing customer service…,"It was a easy experience and when I called the number, the representative was very polite and knowledgeable.",5,1
This is the best place to go to get…,Quick response...SUPER efficient !!!Two thumbs up!!!!,5,1
Excellent service.,Excellent service! Made this painless as possible,5,1
CashNet is very swift in helping me…,Very warm and friendly customer services.,5,1
Great loan company,Need information how to reset my password and to sign documents,5,1
I have been more than happy with the…,"Because of the pandemic  I lost my job. Needed a shot in the arm and CashNetUSA came through.  Simple, fast. Great. I like it.",5,1
Fast and easy way to recieve…,"I was very pleased with the quality and swiftness of service upon my first draw on my line of credit. It's a simple and easy process. I would recommend it for anyone needing a bit more money for bills, etc.",5,1
Very pleased with my experience with…,"Good job, Thanks.",5,1
I just The interest rate wasn’t so high.,"As before, Patrice was knowledgeable, and helpful throughout the process.",4,1
Ask to reapply for a loan have to wait…,Totally awesome,5,1
They were there in my time of need.,They worked very Quickly and effectively!,5,1
Honest real sincere staff,"I have never had such an easy experience acquiring a loan. The process took less than 15 minutes, and the approval for the loan came within three hours of completing the application. The money showed up in my account as soon as my bank opened! I highly recommend Cashnet USA to anyone who needs quick cash to cover emergency expenses or pay off smaller debts without a credit check.",5,1
Customer service was so good very…,Great Service!!! They even investigate identity theft for you if someone uses your information to try and get a loan with them. They have low APR's and can really help in a pinch. I always go to them if I need a last minute loan!!!!,5,1
I’ve been a customer for several years and now realize my mistake,interest is to high,4,1
Love this company,"Great experience. Fast, easy, very helpful!",5,1
Excellent Customer Service,"have done 4 loans with cashnet usa. my current loan is late a week, rep from cashnet usa set up payment in 30 days with option to pay off early. highly recommend",5,1
I've used this company for almost 2…,"Smooth..no hassle, quick...",5,1
The website was easy to understand and…,"Needed different due date as well as deferred payment, and all was dealt with, excellent service.  Thanks - Jeanne Mata",5,1
Latoya was very informative and…,Fast and easy money in my account very next day,5,1
Excellent company,It was the easiest way to get the money. I was so surprised to be approved and money was in my bank acct within hours. Very happy;,5,1
The process was easy and I got the cash…,Very helpful prompt and answered questions great,5,1
Great job I am always notified when I…,The person i had was on point she answered all my questions and very polite and sweet,5,1
Great way to have money for an…,I have been a customer for over 5yrs and I am grateful for the service and I have been fortunate to have you guys help me in time of needs but I have never had a problem that was unsolvable .thumbs up.,5,1
Cash Net USA is a fast simple,"Very fast, convenient and easy.  I thought there would be more to the process but surprisingly it wasn’t.  Thank you for helping me so fast.",5,1
I’m just thankful for CashNetUSA for…,Was able to easily pay off my loan with no problem! Great customer service!,5,1
Great first experience!!!,"So fast and easy, I had a question and called customer service and he was so nice and helpful. Explained everything to me and stayed on the line to make sure everything was correct. Really saved me from overdraft fees when I had an emergency come up.",5,1
They are very good at understanding…,I’m glad we moved back to FL so we can use CashNetUsa again when needed. By far the best and most reasonable in terms of fees and ease!,5,1
Very perfational,I think it was super easy and fast is nice to have an option like this in an emergency,5,1
I’m very happy with your service you…,So fast. So easy and the customer service is awesome!,5,1
Courteous,The fastest and easiest way to ever get a loan amazing !!!!,5,1
Excellent customer service!,CashNet is there when I need them and it is super easy and fast.,5,1
My experience with CashNetUSA has be…,"If you are desperate enough to use cashnetusa you should probably rob a bank. You won't get screwed in prison as hard as cashnetusa will screw you. I had used a different service and expected the fees would be similar, but cashnetusa charges much higher fees and they start the interest on day 1. No chance to avoid the interest by paying in full within a month, they are hammering you from the very start. But the absolute worst thing they do is they hold your payment so they can continue charging their exorbitant interest. Made a payment 2 days ago, they acknowledge the payment was made, but my balance does not reflect it and the 8 bucks a day in interest keeps getting charged.",5,1
That was right on time thanks alot that…,The service was very quick. It didn't take long at all. I will use them again. Thank you for your service.,5,1
Easy things I ever did,"Customer Service Representatives were all so helpful and professional. The approval process went through effortlessly, and the customer service representative walked me through the process with so much patience. Got funds exactly when promised.",5,1
The representative was very helpful,This company has been drafting payments from my account for over a year..on the wrong day. When I changed jobs my payday changed but they would not change it to match. This has caused countless amounts of overdraft fees for me. I have reached out to them several times to help. But they won't.  This has to be unlawful.  I think I'm going to seek some legal help.,5,1
easy to use and set up,"You guys deposited the money into my account much sooner than I though, and I truly appreciate that being as how I needed some financial help right away.",5,1
I love CashNetUSA !,Great job! They helped me get the information and cash I needed! Pros!,5,1
Provided me with the information,You guys are awesome you helped me out when I needed it thank you,4,1
Very professional and knowledgeable.,CashNetUSA has been very understanding during COVID with payments. You guys rock.,5,1
Cash USA,I really appreciate the help and funding today from CashNet USA and prefer you over any other company.,5,1
Customer service was a great help have…,Not YET 8696Soon I hope,5,1
My Captin sava,"Cash net helped me out a lot.They come in handy when you need to pay for bills,food and anything else.I highly recommend them to anyone looking for a payday loan.",5,1
CashNetUSA is awesome!,"Given the current conditions we are in globally I was at my wits end. I had no idea what I was going to do. I was about to lose my car and other important things in my life. I went to Google and typed payday loan companies near me and CashNet USA was top of the list. So, I began to apply for a loan. I had no idea if I was going to be eligible, but I had to try. Long story short, I applied in a few minutes, was approved in a few minutes, received what I needed to get over the hump that was before me in a few minutes. The weight that was upon me was lifted.",5,1
Easy to reach always willing to help…,So easy and great customer service so far,5,1
She was helpful,Very easy good customer service,5,1
Very professional,"My experience/chat went very smooth with Sunya and was quickly resolved with desired results, thank you Sunya,Jack",5,1
I had never use this type of that…,The loan process was easy and convenient.,5,1
"Helped me with payment arrangements, thank you.",Thank you very much very helpful and quick,5,1
I couldn't get throw my email,"I am more than satisfied in the way things have been handled in every step of the process. Thank You, Dianne Little",5,1
Fast and easy,Representatives were very knowledgeable and answered my questions clearly. Online app was not difficult to navigate. Payback options are reasonable and Flex payment option is a great idea...,5,1
Great to work with,Love the app just takes a while for money to get into account. These guys are amazing,5,1
Everything was perfect,Fast application! Fast approval! Great for when you need fast cash!,5,1
Very satisfied with your staff and your…,I got approved almost immediately and the funds went in to my bank within a few hours!! Well see how it goes with paying them back but so far so good!! Thanks cash net,5,1
Awesome response time and my funds were…,As always very friendly & helpful including they are there when ever I need them which this is the 2nd time I needed them. I was hoping for more especially now after being out of a car from an accident. But I'm grateful what I did get.,5,1
Nothing happened,The customer service is amazing! I was having issues on my online account so I called and they had the issue fixed in under 5 minutes! Highly impressed.,4,1
It’s really fast and easy to get it done,I got a loan last year when my car broke down . They increased my limit and I always make on time payments. If you have the money to pay them off instantly then sure . But making monthly payments is a no. My BI WEEKLY PAYMENTS were 250. A piece so 500 overall. My loan was for 1700. No matter how much I paid or did I could NOT pay it off. I also asked for a settlement offer just anything to get this debt off me and account closed. Customer service informed me that they don’t do settlement offers which I’m sure is a lie. Anyways I did some debt consolidation and just paid the whole thing off and I hope to never deal with these ppl again . Definitely would not recommend as a lender . The high interest rate makes it impossible for you to pay them off. Yesterday my payoff was 1823 and today my payoff was 1872 . Please unless you’re seriously desperate do not go this route ! There are definitely better lenders with lower interest . Good luck,5,1
Fast,"Very helpful, fast and got me what I needed.",5,1
Great Customer Service,Excellent. They were there when I needed help several times.,5,1
They are quick,"Easy to apply, quick response, very happy with the entire process!",5,1
OK im very happy and satisfied with…,I’m really thankful for CashNetUSA for being there when everyone else declined me. I would highly recommend to anyone that needs money quick.,5,1
"She was very knowledgeable  ,nice,and…",Wonderful company. Speedy and easy to use. Thanks Cashnet!,5,1
Good Manners with respect,I’m very happy with the ease and speed of my experience. This helped me out of a very bad situation.,5,1
Fast..friendly and gives you peace of…,I have been a long time customer.  I have received nothing but positive feedback and assistance from this company.  Customer service is awesome.  Rates are high but service is great.,5,1
I will never used it again interest to…,So far so good! Everything has gone smoothly so far. I have no complaints and the woman whom I spoke with was very helpful and nice.,5,1
Customer Satisfaction,"My parents use this when they get into a bind and they love 💕 it , quick easy. So I wanted to give it a try since I needed a little extra cash. Thank You, I will definitely tell others of the great experience I had.Katlin",5,1
She was very sweet and very kind God…,Very fast response! Thank you,5,1
Great experience with this company…,Helpful staff and top quality customer service,5,1
CashNet to me is a great place because…,Found this site when looking online for a payday loan and it was very simple to fill out and super fast on approval. Much easier to do then going into a business,4,1
Great customer service,Cash net is amazing and fast!!,5,1
Great customer service,"Fast, easy and convenient! 5 stars all the way",5,1
As long as you use it responsibly you…,Easy to get approved but the interest rates are ridiculous! 276% interest rate on a 1200 loan! There is a reason they approve everyone so they can make their money on these crazy interest rates! I nearly paid $2500 in just interest before even paying back my loan!,5,1
"Low credit score, but still somebody",This process was very easy and it took no time at all for me to get approved. I recommend cashnet to anyone seeking a payday loan.,5,1
Pay off quickly!,Very helpful & fast right on time with my needs. Needed help with bills & food & got the loan within 20 minutes,3,1
Karen was the best she explained…,"Absolutely ridiculous. I was approved for $800 yesterday and was told I would get the funds by end of business day. I realized I may have made a mistake on my account number so I chat with someone and I give them the proper account number who then confirms it as correct. Awhile later I hadn't gotten my funds yet so i called and gave my account number to confirm, they also said it was correct. I called back one more time not understanding why NY funds are not in the account just to find out, it wasn't the right account number. I tried giving her the right number and was told I couldn't, and it could take up to 5 business days to correct then error. Is this some kind of scam to get my social security number, bank info. Etc??? U can either deposit it on the right account as I asked or I can take it up on social media, the new, or better yet my father works for a radio station out here called The Fox. They do the Chiefs games which hundreds of thousands of people watch and listen to just for that one on day. I am not threatening, but I need that money asap",5,1
Best loan company Ive ever used,I loved the approval application didn’t take long and money is already in my account,5,1
Great work,I applied in the morning and received an approval within the hour. No hassles or fuss.,5,1
CashNetUSA,On time loan and reasonable rates. Easy use and service. In all the place to go!!!,5,1
Payment Change,Was very helpful didn’t take long at all thanks so much,5,1
Amazing customer service and very…,Thank you so much.  I was struggling and needed help. Thanks,5,1
I requested a payment extension,"Wow, I am incredibly impressed with how fast and amazing these people worked with me. I applied and vroom, I got the cash the next day!! I am so grateful when hard times come up, people like cash net  USA , can come too the rescue! I will be using them from now on!",5,1
I had a really good experience with my…,I like the Customer Service and the Quick Response from the Company,5,1
Very professional.,Asking for a review before I receive the cash? No.Edit was in my account at 2a.m. on the day that they said it would be. Good Deal,5,1
I have always had good service with…,I love Cash Net.  They are very reliable when I get in a bind. Would recommend them to anyone.,5,1
CNUSA is an upfront Company/lender,I never thought I would get approved and it was deposited in my account fast thanks guys,5,1
Will rate your company as a five…,I was in need applied and was told not approved checked my account next day money was there all I can say is thank you thank you you’re the best,5,1
